path,extension,sizeBytes,lineCount,paragraphCount,modifiedAt,language,languageRatio,snippet
data/sections/S005.json,.json,2848,67,1,2025-09-24T03:51:07.000Z,mixed,0.53,"{ ""id"": ""S005"", ""title"": ""النفس:"", ""rows"": [ { ""id"": ""S005-001"", ""original"": ""ماهي النفس البشرية؟"
data/sections/S006.json,.json,6847,139,1,2025-09-24T03:51:07.000Z,mixed,0.59,"{ ""id"": ""S006"", ""title"": ""من جهل الصنعة عجز فما ......................... أجدر أن يجهل الصانعا"", ""rows"": [ {"
data/sections/S007.json,.json,28201,397,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S007"", ""title"": ""وقد تكلم القدماء من الاغريق وغيرهم عن النفس، فاختلفوا فيها فمن قال هي تموت بموت الانسان ,"
data/sections/S008.json,.json,5673,97,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S008"", ""title"": ""الروح:"", ""rows"": [ { ""id"": ""S008-001"", ""original"": ""\"" ويسألونك عن الروح"
data/sections/S009.json,.json,2738,67,1,2025-09-24T03:51:07.000Z,mixed,0.52,"{ ""id"": ""S009"", ""title"": ""الصراع بين الجسم والروح"", ""rows"": [ { ""id"": ""S009-001"", ""original"": ""فقد"
data/sections/S010.json,.json,4266,85,1,2025-09-24T03:51:07.000Z,ar,0.61,"{ ""id"": ""S010"", ""title"": ""ويقول أن:"", ""rows"": [ { ""id"": ""S010-001"", ""original"": ""1_ النفس تأمر الر"
data/sections/S011.json,.json,2880,67,1,2025-09-24T03:51:07.000Z,mixed,0.55,"{ ""id"": ""S011"", ""title"": ""و يقول أن هذه الامراض تزداد اعراضها وتقل بقدر تصالح وتوافق بين الاربع عوامل المحركة للإنسا"
data/sections/S012.json,.json,15013,251,1,2025-09-24T03:51:07.000Z,ar,0.67,"{ ""id"": ""S012"", ""title"": ""ولكل امير له اعوان ينصرونه ويؤيدانه ليحقق ما يريد."", ""rows"": [ { ""id"": ""S012-0"
data/sections/S013.json,.json,29773,486,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S013"", ""title"": ""وبما أن الرأس والقلب هما وزيرا الاميرين الروح والنفس المتضادين، فالرأس للنفس، والقلب للروح"
data/sections/S014.json,.json,22122,319,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S014"", ""title"": ""فتيلة القلب: الفطرة"", ""rows"": [ { ""id"": ""S014-001"", ""original"": ""لقد أود"
data/sections/S015.json,.json,15902,211,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S015"", ""title"": ""ويؤكد هذا المعنى الشيخ الطبري في تفسيره سورة الروم 30 في قوله تعالى لرسوله"", ""rows"": ["
data/sections/S016.json,.json,11746,199,1,2025-09-24T03:51:07.000Z,ar,0.67,"{ ""id"": ""S016"", ""title"": ""(34) . (79"", ""rows"": [ { ""id"": ""S016-001"", ""original"": ""إن هذه الآيات"
data/sections/S017.json,.json,11899,229,1,2025-09-24T03:51:07.000Z,ar,0.62,"{ ""id"": ""S017"", ""title"": ""كيف تتكون وترتسم الشخصية الإنسانية :-"", ""rows"": [ { ""id"": ""S017-001"", ""o"
data/sections/S018.json,.json,11698,199,1,2025-09-24T03:51:07.000Z,ar,0.66,"{ ""id"": ""S018"", ""title"": ""ومن المؤثرات الأخرى على سلوك الإنسان، الطعام والشراب: -"", ""rows"": [ { ""id"": ""S"
data/sections/S019.json,.json,5118,91,1,2025-09-24T03:51:07.000Z,ar,0.66,"{ ""id"": ""S019"", ""title"": ""وهذا دليل علمي أخر يبين لماذا شرع الله “الأخوة في الرضاعة\""."", ""rows"": [ { ""id"
data/sections/S020.json,.json,9803,157,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S020"", ""title"": ""فهو يعتقد ان حتى العيش قرب الحيوانات يجعل الانسان يكتسب من طبعها."", ""rows"": [ {"
data/sections/S021.json,.json,4852,103,1,2025-09-24T03:51:07.000Z,mixed,0.58,"{ ""id"": ""S021"", ""title"": ""ما هي العوامل المؤثرة في التفاعل الفطري مع المحيط لتكوين شخصية الانسان وإنسانيته الحضارية:"
data/sections/S022.json,.json,17370,192,1,2025-09-24T03:51:07.000Z,ar,0.79,"{ ""id"": ""S022"", ""title"": ""أم ان الفطره الإنسانية؟ هي التي شكلت الشخصية الإنسانية، وأنها هي الفاعل الاساسي في تكوين ش"
data/sections/S023.json,.json,39369,486,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S023"", ""title"": ""الفطرة: -"", ""rows"": [ { ""id"": ""S023-001"", ""original"": ""أولا لنبحث عنها و"
data/sections/S024.json,.json,13010,127,1,2025-09-24T03:51:07.000Z,ar,0.82,"{ ""id"": ""S024"", ""title"": ""فقد بينة هذه الآيات اسرار عظيم خلقنا لنكون من الشاكرين."", ""rows"": [ { ""id"": ""S"
data/sections/S025.json,.json,21621,214,1,2025-09-24T03:51:07.000Z,ar,0.81,"{ ""id"": ""S025"", ""title"": ""الزجاجة كأنها كوكب دري:"", ""rows"": [ { ""id"": ""S025-001"", ""original"": ""فهذ"
data/sections/S026.json,.json,13266,162,1,2025-09-24T03:51:07.000Z,ar,0.77,"{ ""id"": ""S026"", ""title"": ""وفي قوله تعالى (يكاد زيتها يضيء ولو لم تمسسه نار) فهنا التأكيد على ان فطرة الانسان"", ""ro"
data/sections/S027.json,.json,34843,550,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S027"", ""title"": ""ولتوضيح الهداية في هذه الآية يجب ان بين أن الهداية نوعان."", ""rows"": [ { ""id"":"
data/sections/S028.json,.json,6216,67,1,2025-09-24T03:51:07.000Z,ar,0.8,"{ ""id"": ""S028"", ""title"": ""موت القلوب:"", ""rows"": [ { ""id"": ""S028-001"", ""original"": ""أما القلوب التي"
data/sections/S029.json,.json,18317,233,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S029"", ""title"": ""فالله يحيي القلوب بعد موتها، بنور هدايته فيريها حقيقة الحياة التي يعيشها والغرض والغاية من"
data/sections/S030.json,.json,27293,367,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S030"", ""title"": ""وأما الذين لم تستطع تلك الموجات المعرفية ان تخترق غشاوة الظلامة التي على القلب فسوف يبقى ف"
data/sections/S031.json,.json,12892,157,1,2025-09-24T03:51:07.000Z,ar,0.77,"{ ""id"": ""S031"", ""title"": ""وحدانية الله واليوم الاخر عند غير المؤمنين :"", ""rows"": [ { ""id"": ""S031-001"","
data/sections/S032.json,.json,28342,385,1,2025-09-24T03:51:07.000Z,ar,0.73,"{ ""id"": ""S032"", ""title"": ""البحث عن الإله لمخاطبته:"", ""rows"": [ { ""id"": ""S032-001"", ""original"": ""فك"
data/sections/S033.json,.json,16202,247,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S033"", ""title"": ""طهارة القلب تستوجب الطاعة:"", ""rows"": [ { ""id"": ""S033-001"", ""original"": """
data/sections/S034.json,.json,22933,420,1,2025-09-24T03:51:07.000Z,ar,0.63,"{ ""id"": ""S034"", ""title"": ""فهم دعاة الإنسانية الى الرجوع الى الحق والعدل الذي امر الله به."", ""rows"": [ {"
data/sections/S035.json,.json,26430,373,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S035"", ""title"": ""الإيمان باليوم الأخر:"", ""rows"": [ { ""id"": ""S035-001"", ""original"": ""لقد ق"
data/sections/S036.json,.json,39181,679,1,2025-09-24T03:51:07.000Z,ar,0.65,"{ ""id"": ""S036"", ""title"": ""الدلائل والشواهد من كتب التاريخ تدلل على ان الانسان عنده علم فطري بربه :-"", ""rows"": ["
data/sections/S037.json,.json,5579,85,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S037"", ""title"": ""معرفة الخالق من التفكر والتدبر في خلقه :"", ""rows"": [ { ""id"": ""S037-001"","
data/sections/S038.json,.json,4358,85,1,2025-09-24T03:51:07.000Z,mixed,0.58,"{ ""id"": ""S038"", ""title"": ""بتجربة اطلق عليها اسمE.COLI BACTRIA بوضع 60,000 جين من البكتريا"", ""rows"": [ {"
data/sections/S039.json,.json,4189,49,1,2025-09-24T03:51:07.000Z,ar,0.73,"{ ""id"": ""S039"", ""title"": ""THE EDGE OF THE EVALUTION FOR MICHIAL BEHE"", ""rows"": [ { ""id"": ""S039-001"","
data/sections/S040.json,.json,10822,157,1,2025-09-24T03:51:07.000Z,ar,0.71,"{ ""id"": ""S040"", ""title"": ""اجزاء الفلاك يلام هي موجودة في الطبيعة"", ""rows"": [ { ""id"": ""S040-001"", """
data/sections/S041.json,.json,26094,469,1,2025-09-24T03:51:07.000Z,ar,0.64,"{ ""id"": ""S041"", ""title"": ""وأن هذه الأحاسيس والمشاعر التي يحملها، هي جزء من خلقه، خلق بها ولم تنشئ من المحيط."", ""ro"
data/sections/S042.json,.json,20961,337,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S042"", ""title"": ""فالعلوم الخاوية من المعارف الإنسانية ,و الإحساس القلبي الفطري .لا تدرك حقيقة الاشياء ."","
data/sections/S043.json,.json,18948,277,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S043"", ""title"": ""ذكر العقل في القرآن:"", ""rows"": [ { ""id"": ""S043-001"", ""original"": ""إن الق"
data/sections/S044.json,.json,4789,103,1,2025-09-24T03:51:07.000Z,mixed,0.57,"{ ""id"": ""S044"", ""title"": ""وفي سورة ص 43 (كِتَابٌ أَنزَلْنَاهُ إِلَيْكَ مُبَارَكٌ لِّيَدَّبَّرُوا آيَاتِهِ وَلِيَتَذَ"
data/sections/S045.json,.json,10981,193,1,2025-09-24T03:51:07.000Z,ar,0.65,"{ ""id"": ""S045"", ""title"": ""وتدرك بذلك من خلال التدبر والتفكر عظمة خالقها، وتدرك أنه كل ماعظم الشيئ دل على عظيم خالقه"
data/sections/S046.json,.json,2443,49,1,2025-09-24T03:51:07.000Z,ar,0.63,"{ ""id"": ""S046"", ""title"": ""التعرف على وحدانية الخالق من الادراك المعرفي للوحدانية: -"", ""rows"": [ { ""id"":"
data/sections/S047.json,.json,2386,55,1,2025-09-24T03:51:07.000Z,mixed,0.57,"{ ""id"": ""S047"", ""title"": ""2- التفرد"", ""rows"": [ { ""id"": ""S047-001"", ""original"": ""3_ القوة 4_ الوجو"
data/sections/S048.json,.json,31350,535,1,2025-09-24T03:51:07.000Z,ar,0.66,"{ ""id"": ""S048"", ""title"": ""غيران \""الواحد الفرد\"" الاحد المتفرد في نوعه وصفاته فليس له منافس، او منازع، او مقارن، او"
data/sections/S049.json,.json,3077,67,1,2025-09-24T03:51:07.000Z,mixed,0.57,"{ ""id"": ""S049"", ""title"": ""الآيات"", ""rows"": [ { ""id"": ""S049-001"", ""original"": ""الآيات التي وردة فيه"
data/sections/S050.json,.json,41880,667,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S050"", ""title"": ""وفي ص 65 (قُلْ إِنَّمَا أَنَا مُنذِرٌ ۖ وَمَا مِنْ إِلَٰهٍ إِلَّا اللَّه الْوَاحِدِ الْقَه"
data/sections/S051.json,.json,6050,127,1,2025-09-24T03:51:07.000Z,mixed,0.59,"{ ""id"": ""S051"", ""title"": ""انتهى قول الكندي."", ""rows"": [ { ""id"": ""S051-001"", ""original"": ""إذا فالعق"
data/sections/S052.json,.json,8372,109,1,2025-09-24T03:51:07.000Z,ar,0.75,"{ ""id"": ""S052"", ""title"": ""إذا فلا بد للتفرد الاحادي المتميز في حكم الاشياء لكيلا تتضارب الاحكام. فلا يمكن ان يحكم ام"
data/sections/S053.json,.json,14571,235,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S053"", ""title"": ""إذا فتشابه صنع المخلوقات يدل على ان الصانع واحد، والقانون والنظام الواحد في كل المخلوقات ي"
data/sections/S054.json,.json,15583,229,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S054"", ""title"": ""إن انقطاع التواصل المعرفي بين العقل والقلب، يجعل عقل الإنسان مشوش وقلبه مضطرب."", ""rows"":"
data/sections/S055.json,.json,47945,750,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S055"", ""title"": ""فهذه اعظم حضارة وتقدم ومدنيه ممكن ان يصل اليها الإنسان وترقى اليها البشرية."", ""rows"": ["
data/sections/S056.json,.json,23045,343,1,2025-09-24T03:51:07.000Z,ar,0.71,"{ ""id"": ""S056"", ""title"": ""الدلائل والشواهد الذاتية للتعرف على الفطرة الربانية السليمة: -"", ""rows"": [ { """
data/sections/S057.json,.json,13605,301,1,2025-09-24T03:51:07.000Z,mixed,0.55,"{ ""id"": ""S057"", ""title"": ""عندها تبدأ الروح تقترب من الجسد الميت لتعيد له الحياة وتنتظم فيه دقات القلب الساكن."", ""r"
data/sections/S058.json,.json,6673,157,1,2025-09-24T03:51:07.000Z,mixed,0.52,"{ ""id"": ""S058"", ""title"": ""ويتحقق وعد الله بانتصار الحق على الباطل فيدمغه فيزهق."", ""rows"": [ { ""id"": ""S05"
data/sections/S059.json,.json,6553,145,1,2025-09-24T03:51:07.000Z,mixed,0.56,"{ ""id"": ""S059"", ""title"": ""الاستكبار:"", ""rows"": [ { ""id"": ""S059-001"", ""original"": ""إن كل ما على الا"
data/sections/S060.json,.json,30963,564,1,2025-09-24T03:51:07.000Z,ar,0.64,"{ ""id"": ""S060"", ""title"": ""أنا خير منه :-"", ""rows"": [ { ""id"": ""S060-001"", ""original"": ""من هذه المقا"
data/sections/S061.json,.json,24042,295,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S061"", ""title"": ""الغرور والكبرياء الغريزي: -"", ""rows"": [ { ""id"": ""S061-001"", ""original"":"
data/sections/S062.json,.json,3688,67,1,2025-09-24T03:51:07.000Z,ar,0.65,"{ ""id"": ""S062"", ""title"": ""وفي سورة الحقاف (9-11) يقول الله لنبيه،"", ""rows"": [ { ""id"": ""S062-001"","
data/sections/S063.json,.json,42923,696,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S063"", ""title"": ""التكبر هو سبب هلاك البشرية: -"", ""rows"": [ { ""id"": ""S063-001"", ""original"""
data/sections/S064.json,.json,47611,673,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S064"", ""title"": ""فينذر الله تلك الامم محذرا بقوله"", ""rows"": [ { ""id"": ""S064-001"", ""origin"
data/sections/S065.json,.json,6825,85,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S065"", ""title"": ""METAMORFIC ROCK"", ""rows"": [ { ""id"": ""S065-001"", ""original"": ""وأن من الصخ"
data/sections/S066.json,.json,22227,336,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S066"", ""title"": ""تطور الفكر الانساني:"", ""rows"": [ { ""id"": ""S066-001"", ""original"": ""إن تطو"
data/sections/S067.json,.json,30631,433,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S067"", ""title"": ""لقد كان التنزيل التشريعي موافق لإدراكات الانسان في عصره وزمانه ومقدار علمه."", ""rows"": ["
data/sections/S068.json,.json,26580,281,1,2025-09-24T03:51:07.000Z,ar,0.8,"{ ""id"": ""S068"", ""title"": ""القرءان الكريم، كتاب الله ورسالته الى البشرية: -"", ""rows"": [ { ""id"": ""S068-001"
data/sections/S069.json,.json,9686,157,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S069"", ""title"": ""فحفظ هذا الكتاب هو بحد ذاته معجزه تدل على صدق الوعد الذي جاء فيه، والذي تحدى كل من تسول له"
data/sections/S070.json,.json,11102,163,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S070"", ""title"": ""لقد بعث الله الرسل الى الاقوام جميعا، لينذروهم وليبلغوهم رسالة ربهم إليهم، يقول تعالى \""وم"
data/sections/S071.json,.json,55710,865,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S071"", ""title"": ""3- شمولية محتوى هذه الرسالة لكل مرافق الحياة لكل الأزمنة والعصور: -"", ""rows"": [ {"
data/sections/S072.json,.json,16894,258,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S072"", ""title"": ""إن دعوة هذه الرسالة للعلم والتعلم، هي دعوه الى نضوج انسانية الإنسان، لإخذها الى"", ""rows"""
data/sections/S073.json,.json,38391,612,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S073"", ""title"": ""فالقلوب المؤمنة يسهل عليها حفظه عن ظهر قلب، وإن كان لسان حال صاحبها، يتكلم بغير ذلك اللسان"
data/sections/S074.json,.json,7134,121,1,2025-09-24T03:51:07.000Z,ar,0.67,"{ ""id"": ""S074"", ""title"": ""البداية الحقيقية لمرحلة الحداثة والانطلاق الفكري والتوعوي في عالم الإنسان البشري: -"", ""r"
data/sections/S075.json,.json,6771,163,1,2025-09-24T03:51:07.000Z,mixed,0.52,"{ ""id"": ""S075"", ""title"": ""متاهات الحداثة في عالم الغرب:"", ""rows"": [ { ""id"": ""S075-001"", ""original"""
data/sections/S076.json,.json,71069,1059,1,2025-09-24T03:51:07.000Z,ar,0.71,"{ ""id"": ""S076"", ""title"": ""عصر الحداثة في العالم: -"", ""rows"": [ { ""id"": ""S076-001"", ""original"": ""لق"
data/sections/S077.json,.json,13457,229,1,2025-09-24T03:51:07.000Z,ar,0.67,"{ ""id"": ""S077"", ""title"": ""عصر الحداثة في اوروبا: -"", ""rows"": [ { ""id"": ""S077-001"", ""original"": ""ال"
data/sections/S078.json,.json,7050,127,1,2025-09-24T03:51:07.000Z,ar,0.66,"{ ""id"": ""S078"", ""title"": ""ففي القرن الثامن عشر بدء مشروع نقد العقل ذاته، وقدراته على فك الرموز والمشاهدات والتطلعات"
data/sections/S079.json,.json,23173,373,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S079"", ""title"": ""ما بعد الحداثة: -"", ""rows"": [ { ""id"": ""S079-001"", ""original"": ""إن تجربة"
data/sections/S080.json,.json,9201,109,1,2025-09-24T03:51:07.000Z,ar,0.78,"{ ""id"": ""S080"", ""title"": ""غير أن فرانكفورت والمدرسة التابعة له لم تسقط الفكرة العلمية وإنما حاولت تعزيزها."", ""rows"
data/sections/S081.json,.json,26381,427,1,2025-09-24T03:51:07.000Z,ar,0.68,"{ ""id"": ""S081"", ""title"": ""وهذا هو ما دفع منظرو مدرسة فرانكفورت إلى عقلانية أرقى وأعلى من العقلانية الذرائعية."", ""r"
data/sections/S082.json,.json,46455,793,1,2025-09-24T03:51:07.000Z,ar,0.66,"{ ""id"": ""S082"", ""title"": ""تخبط نظريات علماء ما بعد الحداثة: -"", ""rows"": [ { ""id"": ""S082-001"", ""ori"
data/sections/S083.json,.json,46519,637,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S083"", ""title"": ""نقد البنيوية: -"", ""rows"": [ { ""id"": ""S083-001"", ""original"": ""لقد بين الم"
data/sections/S084.json,.json,44366,661,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S084"", ""title"": ""عالم ما بعد الحداثة:"", ""rows"": [ { ""id"": ""S084-001"", ""original"": ""لا يمك"
data/sections/S085.json,.json,19133,241,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S085"", ""title"": ""وترى نانسي هيوستن أن للعدمية ثلاث خصائص: هي"", ""rows"": [ { ""id"": ""S085-001"","
data/sections/S086.json,.json,4447,73,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S086"", ""title"": ""إن التخبط الاعمى في ظلمات النفس، ولّد صراعات نفسيه وأزمات فكريه، اخذتهم الى متاهات لا قرار"
data/sections/S087.json,.json,9600,180,1,2025-09-24T03:51:07.000Z,ar,0.64,"{ ""id"": ""S087"", ""title"": ""1- فرويد وبَدء التحليل النفسي: -"", ""rows"": [ { ""id"": ""S087-001"", ""origin"
data/sections/S088.json,.json,22489,301,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S088"", ""title"": ""وتستند هذه الفرضية إلى أساسين مهمين:"", ""rows"": [ { ""id"": ""S088-001"", ""or"
data/sections/S089.json,.json,35866,535,1,2025-09-24T03:51:07.000Z,ar,0.71,"{ ""id"": ""S089"", ""title"": ""فشخصية الانسان في عمومها واحده بادئ ذي بدء قبل ان تأثر البيئة والمحيط على فطرته."", ""rows"
data/sections/S090.json,.json,18669,247,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S090"", ""title"": ""فهذه هي نظرة الاسلام للحياة الدنيا، انها لم تخلق عبثا وإنها دار امتحان وليس دار قرار."","
data/sections/S091.json,.json,6783,49,1,2025-09-24T03:51:07.000Z,ar,0.87,"{ ""id"": ""S091"", ""title"": ""ويظهر التفكيك في عدة مظاهر، فهو موقف فلسفي أصلا، وقد يكون رؤية سياسيَّة، وربما يظهر في طري"
data/sections/S092.json,.json,28489,391,1,2025-09-24T03:51:07.000Z,ar,0.73,"{ ""id"": ""S092"", ""title"": ""2_ نزعة الشك الهايدغري:"", ""rows"": [ { ""id"": ""S092-001"", ""original"": ""الف"
data/sections/S093.json,.json,31796,406,1,2025-09-24T03:51:07.000Z,ar,0.75,"{ ""id"": ""S093"", ""title"": ""فكيف لنا ان نٌأمن بتقديراتهم وتحليلاتهم وتعريفاتهم للأشياء ومعتقداتهم وهم في تلك الظلمات."
data/sections/S094.json,.json,9138,145,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S094"", ""title"": ""الوجود(الأنطولوجيا): -"", ""rows"": [ { ""id"": ""S094-001"", ""original"": ""إن ع"
data/sections/S095.json,.json,11651,157,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S095"", ""title"": ""والبعدية تعني “النهاية”. [موسوعة اليهود والصهيونية واليهودية، المسيري، ج1، ص292-294."", """
data/sections/S096.json,.json,87108,1138,1,2025-09-24T03:51:07.000Z,ar,0.75,"{ ""id"": ""S096"", ""title"": ""أي أن الحياة ماهي إلا كلام في كلام، وان الحقيقة ما هي إلا ما تصفه ألسنتنا وما تنسجه."","
data/sections/S097.json,.json,30055,355,1,2025-09-24T03:51:07.000Z,ar,0.77,"{ ""id"": ""S097"", ""title"": ""صراع الحضارات ومسبباتها الحقيقة: -"", ""rows"": [ { ""id"": ""S097-001"", ""orig"
data/sections/S098.json,.json,31104,481,1,2025-09-24T03:51:07.000Z,ar,0.69,"{ ""id"": ""S098"", ""title"": ""إن هذا الاختلاف الفلسفي الحضاري للحياة وطريقة العيش فيها، يجعل النظر اليها مختلف كليا بين"
data/sections/S099.json,.json,18153,265,1,2025-09-24T03:51:07.000Z,ar,0.72,"{ ""id"": ""S099"", ""title"": ""الإسلام وعصر ما بعد الحداثة\"": -"", ""rows"": [ { ""id"": ""S099-001"", ""origin"
data/sections/S100.json,.json,16326,205,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S100"", ""title"": ""إن هذا اللهاث والعطش المعرفي لا يرتوي إلا بنور رباني سماوي يطمئن النفس والروح بعلم يطابق ف"
data/sections/S101.json,.json,67735,707,1,2025-09-24T03:51:07.000Z,ar,0.8,"{ ""id"": ""S101"", ""title"": ""العصر الاسلامي عصر النضوج الفكري:"", ""rows"": [ { ""id"": ""S101-001"", ""origi"
data/sections/S102.json,.json,26597,247,1,2025-09-24T03:51:07.000Z,ar,0.82,"{ ""id"": ""S102"", ""title"": ""نظرية الدكتور طه عبد الرحمن “الائتمانية\"": -"", ""rows"": [ { ""id"": ""S102-001"","
data/sections/S103.json,.json,4217,67,1,2025-09-24T03:51:07.000Z,ar,0.7,"{ ""id"": ""S103"", ""title"": ""ثم يقول تأسيسا على هذه الفوائد الشهادية نصوغ مبدئ الفطري من مبادئ النظرية الائتمانية على ا"
data/sections/S104.json,.json,9737,175,1,2025-09-24T03:51:07.000Z,ar,0.65,"{ ""id"": ""S104"", ""title"": ""6 - أنه اختص من دون سائر الكائنات بأراده حمل الأمانة حتى ولو لم يدرك كمال العقل ولا كمال ا"
data/sections/S105.json,.json,21210,264,1,2025-09-24T03:51:07.000Z,ar,0.76,"{ ""id"": ""S105"", ""title"": ""5 إذا كان الناس يتساوون باعتبار الإنسانية فإنهم يتفاوتون باعتبار التزكية."", ""rows"": ["
data/sections/S106.json,.json,12347,156,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S106"", ""title"": ""بعنوان C.J Werlemen"", ""rows"": [ { ""id"": ""S106-001"", ""original"": ""وكتاب G"
data/sections/S107.json,.json,60209,768,1,2025-09-24T03:51:07.000Z,ar,0.75,"{ ""id"": ""S107"", ""title"": ""ويقول جارلي براون وهو ايضا من دعاة واعلام الالحاد الكبار في كتابه المعنون:"", ""rows"": ["
data/sections/S108.json,.json,48530,643,1,2025-09-24T03:51:07.000Z,ar,0.74,"{ ""id"": ""S108"", ""title"": ""سبل التلاقي الحضاري: -"", ""rows"": [ { ""id"": ""S108-001"", ""original"": ""إن ع"
data/sections/S109.json,.json,46169,633,1,2025-09-24T03:51:07.000Z,ar,0.73,"{ ""id"": ""S109"", ""title"": ""إن الأنانية والطمع والجشع لا يولد سلاما، بل خرابا وحروبا واقتتالا، فقهر الاخرين بالقوة لا"
